Sex,Sex,School Code,Playing Years,Playing Often,Playing Hours,Playing Games,Parent Revenue,Father Education,Mother Education,Grade,percentage,Error Check,Percentage
1,Male,8,2,4,2,1,2,3,1,80,"8000,00%",OK,80.00%
0,Female,8,0,0,0,0,3,4,4,65,"6500,00%",OK,65.00%
1,Male,8,4,1,3,1,2,4,3,75,"7500,00%",OK,75.00%
0,Female,8,0,0,0,0,2,3,3,75,"7500,00%",OK,75.00%
0,Female,8,2,4,1,1,2,4,4,65,"6500,00%",OK,65.00%
1,Male,4,2,5,1,1,2,4,3,60,"6000,00%",OK,60.00%
0,Female,4,1,4,2,1,1,2,2,60.5,"6050,00%",OK,60.50%
0,Female,4,4,4,2,1,2,3,3,55.3,"5530,00%",OK,55.30%
1,Male,4,4,5,3,1,3,6,4,70,"7000,00%",OK,70.00%
1,Male,4,3,4,3,1,1,3,3,55,"5500,00%",OK,55.00%
1,Male,4,4,3,4,1,2,3,2,70,"7000,00%",OK,70.00%
1,Male,4,3,1,4,1,3,3,4,60,"6000,00%",OK,60.00%
0,Female,4,1,5,2,1,2,2,2,60,"6000,00%",OK,60.00%
1,Male,4,4,2,5,1,4,4,4,60,"6000,00%",OK,60.00%
1,Male,4,0,0,0,0,2,2,2,70,"7000,00%",OK,70.00%
1,Male,4,4,2,5,1,2,4,5,60,"6000,00%",OK,60.00%
0,Female,4,3,5,1,1,1,4,4,55.5,"5550,00%",OK,55.50%
0,Female,4,0,0,0,0,2,4,4,70,"7000,00%",OK,70.00%
0,Female,4,4,5,3,1,2,6,4,65,"6500,00%",OK,65.00%
1,Male,4,2,4,1,1,2,4,3,78,"7800,00%",OK,78.00%
0,Female,4,4,1,2,1,1,4,4,61,"6100,00%",OK,61.00%
0,Female,4,0,0,0,0,2,5,5,70.5,"7050,00%",OK,70.50%
0,Female,4,0,0,0,0,2,5,4,72,"7200,00%",OK,72.00%
0,Female,4,1,1,1,1,2,6,3,92.5,"9250,00%",OK,92.50%
1,Male,4,2,5,1,1,1,3,4,65,"6500,00%",OK,65.00%
1,Male,4,1,1,3,1,3,6,4,64,"6400,00%",OK,64.00%
0,Female,4,0,0,0,0,1,5,3,85,"8500,00%",OK,85.00%
1,Male,4,1,5,2,1,3,6,5,79,"7900,00%",OK,79.00%
0,Female,4,0,0,0,0,1,4,2,86,"8600,00%",OK,86.00%
1,Male,8,1,1,5,1,2,2,4,88,"8800,00%",OK,88.00%
1,Male,8,4,1,2,1,4,3,4,70,"7000,00%",OK,70.00%
1,Male,8,3,1,4,1,2,2,2,89,"8900,00%",OK,89.00%
0,Female,8,0,0,0,0,1,4,3,90,"9000,00%",OK,90.00%
1,Male,8,4,1,5,1,1,2,2,70,"7000,00%",OK,70.00%
1,Male,8,4,3,3,1,2,3,3,75,"7500,00%",OK,75.00%
0,Female,8,0,0,0,0,2,3,3,75,"7500,00%",OK,75.00%
1,Male,8,3,4,3,1,1,4,4,40,"4000,00%",OK,40.00%
1,Male,2,2,1,3,1,1,2,1,55,"5500,00%",OK,55.00%
1,Male,2,0,0,0,0,1,2,1,45,"4500,00%",OK,45.00%
1,Male,2,1,4,1,1,2,4,3,87,"8700,00%",OK,87.00%
1,Male,2,4,1,5,1,2,4,3,82,"8200,00%",OK,82.00%
0,Female,5,1,5,2,1,3,4,3,100,"10000,00%",OK,100.00%
1,Male,5,4,2,1,1,2,4,4,100,"10000,00%",OK,100.00%
0,Female,5,0,0,0,0,0,0,0,100,"10000,00%",OK,100.00%
1,Male,1,0,0,0,0,3,5,4,60,"6000,00%",OK,60.00%
1,Male,1,0,0,0,0,2,3,2,64.75,"6475,00%",OK,64.75%
1,Male,1,2,2,5,1,2,2,1,50,"5000,00%",OK,50.00%
0,Female,2,1,4,1,1,1,4,4,70,"7000,00%",OK,70.00%
0,Female,2,2,5,4,1,2,4,3,45.5,"4550,00%",OK,45.50%
0,Female,2,3,3,3,1,2,2,2,57,"5700,00%",OK,57.00%
1,Male,2,1,3,3,1,2,4,2,89,"8900,00%",OK,89.00%
1,Male,2,3,3,3,1,1,4,2,50,"5000,00%",OK,50.00%
0,Female,2,0,0,0,0,2,3,3,94,"9400,00%",OK,94.00%
1,Male,2,1,4,2,1,2,3,4,85,"8500,00%",OK,85.00%
1,Male,2,1,2,4,1,1,3,3,67.5,"6750,00%",OK,67.50%
1,Male,9,2,5,1,1,2,5,5,100,"10000,00%",OK,100.00%
0,Female,4,2,1,3,1,4,5,4,75,"7500,00%",OK,75.00%
0,Female,4,2,1,3,1,2,4,4,77,"7700,00%",OK,77.00%
0,Female,9,2,5,2,1,0,5,5,100,"10000,00%",OK,100.00%
